fecha,ubicacion,departamento,cultivo,latitud,longitud,altitud_m,origen,factor_correccion_C,temp_aire_avg_C,temp_aire_max_C,temp_aire_min_C,humedad_relativa_pct,precipitacion_mm,radiacion_solar_MJm2,velocidad_viento_ms,pH_suelo,humedad_suelo_pct,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS2M
2007-01-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.54774030418251,31.38774030418251,20.287740304182513,86.36,0.0,16.23,0.73,6.7517591899451315,25.858730107979714,25.54774030418251,31.38774030418251,20.287740304182513,86.36,0.0,16.23,0.73
2007-01-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.127740304182513,31.037740304182513,21.697740304182513,75.55,0.0,19.76,0.95,6.71111677417158,23.674376848899456,26.127740304182513,31.037740304182513,21.697740304182513,75.55,0.0,19.76,0.95
2007-01-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.837740304182514,30.447740304182513,21.687740304182512,87.3,0.0,21.65,1.11,6.426412279024487,30.61141775430094,25.837740304182514,30.447740304182513,21.687740304182512,87.3,0.0,21.65,1.11
2007-01-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,27.447740304182513,32.57774030418251,22.83774030418251,80.15,0.84,17.16,0.93,6.850896482787213,37.68584407414325,27.447740304182513,32.57774030418251,22.83774030418251,80.15,0.84,17.16,0.93
2007-01-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.977740304182515,28.917740304182512,19.537740304182513,88.25,0.0,21.6,1.34,6.587003736900819,35.663723963804536,23.977740304182515,28.917740304182512,19.537740304182513,88.25,0.0,21.6,1.34
2007-01-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.857740304182514,28.067740304182514,18.177740304182514,85.1,7.19,16.24,0.82,6.056283014846705,25.700603973790596,22.857740304182514,28.067740304182514,18.177740304182514,85.1,7.19,16.24,0.82
2007-01-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.02774030418251,31.20774030418251,21.36774030418251,83.31,0.83,18.77,1.14,6.547500313633,27.629454062688495,26.02774030418251,31.20774030418251,21.36774030418251,83.31,0.83,18.77,1.14
2007-01-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.687740304182512,30.877740304182513,21.007740304182512,83.49,0.0,14.73,0.69,6.016446959668401,32.25183641572712,25.687740304182512,30.877740304182513,21.007740304182512,83.49,0.0,14.73,0.69
2007-01-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.187740304182512,30.987740304182513,19.967740304182513,85.33,7.14,20.22,1.55,6.751380120522909,35.454555762181805,25.187740304182512,30.987740304182513,19.967740304182513,85.33,7.14,20.22,1.55
2007-01-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.477740304182515,29.687740304182512,19.777740304182515,85.82,0.04,21.98,1.09,6.380029635605499,30.97530961922855,24.477740304182515,29.687740304182512,19.777740304182515,85.82,0.04,21.98,1.09
2007-01-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.317740304182514,28.437740304182512,20.607740304182514,77.29,3.16,18.14,1.41,6.3260550545818965,27.020257079954394,24.317740304182514,28.437740304182512,20.607740304182514,77.29,3.16,18.14,1.41
2007-01-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.817740304182514,30.267740304182514,19.90774030418251,79.74,3.98,17.67,0.53,6.127628182238424,32.50682608953664,24.817740304182514,30.267740304182514,19.90774030418251,79.74,3.98,17.67,0.53
2007-01-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.747740304182514,28.717740304182513,19.267740304182514,78.2,0.31,23.05,0.38,6.8890165354696125,32.77075402438496,23.747740304182514,28.717740304182513,19.267740304182514,78.2,0.31,23.05,0.38
2007-01-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.897740304182513,28.497740304182514,19.757740304182512,84.88,0.0,17.96,1.19,6.33818820717248,23.339899621747325,23.897740304182513,28.497740304182514,19.757740304182512,84.88,0.0,17.96,1.19
2007-01-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.397740304182513,30.447740304182513,20.857740304182514,91.92,0.0,18.36,1.1,6.228668871134757,34.65117949555276,25.397740304182513,30.447740304182513,20.857740304182514,91.92,0.0,18.36,1.1
2007-01-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.437740304182512,28.837740304182514,20.487740304182513,81.61,7.56,15.86,1.19,6.259146579804709,35.983797569823345,24.437740304182512,28.837740304182514,20.487740304182513,81.61,7.56,15.86,1.19
2007-01-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.677740304182514,32.44774030418252,21.487740304182513,78.84,2.82,18.81,1.04,6.6129236742213395,25.418192502341554,26.677740304182514,32.44774030418252,21.487740304182513,78.84,2.82,18.81,1.04
2007-01-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.807740304182513,31.127740304182513,22.917740304182512,79.89,0.0,24.97,0.55,6.5461776257456314,32.62454914179724,26.807740304182513,31.127740304182513,22.917740304182512,79.89,0.0,24.97,0.55
2007-01-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.11774030418251,30.197740304182513,20.54774030418251,84.2,0.0,18.9,1.11,6.565093044638395,32.06556827742225,25.11774030418251,30.197740304182513,20.54774030418251,84.2,0.0,18.9,1.11
2007-01-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.647740304182513,30.837740304182514,20.97774030418251,86.75,0.0,22.29,0.86,6.572328401203153,32.25576326386851,25.647740304182513,30.837740304182514,20.97774030418251,86.75,0.0,22.29,0.86
2007-01-31,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.517740304182514,31.38774030418251,22.137740304182515,79.22,5.02,21.77,0.96,7.256659040348185,37.887865272203406,26.517740304182514,31.38774030418251,22.137740304182515,79.22,5.02,21.77,0.96
2007-02-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,27.667740304182512,32.65774030418251,23.177740304182514,77.94,0.0,20.37,1.51,6.237433993446154,27.9476911046508,27.667740304182512,32.65774030418251,23.177740304182514,77.94,0.0,20.37,1.51
2007-02-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.86774030418251,30.787740304182513,21.437740304182512,75.52,0.06,19.94,1.3,6.1951029083713856,29.68160657911454,25.86774030418251,30.787740304182513,21.437740304182512,75.52,0.06,19.94,1.3
2007-02-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.29774030418251,29.487740304182513,21.517740304182514,73.04,0.0,14.98,1.49,6.07449090870085,14.806358724199082,25.29774030418251,29.487740304182513,21.517740304182514,73.04,0.0,14.98,1.49
2007-02-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.417740304182512,30.597740304182512,22.65774030418251,70.99,0.0,18.39,1.83,6.646391769030199,33.57911348287188,26.417740304182512,30.597740304182512,22.65774030418251,70.99,0.0,18.39,1.83
2007-02-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.567740304182514,30.467740304182513,19.257740304182512,72.73,0.0,18.85,1.6,6.851588917088357,33.097932087950944,24.567740304182514,30.467740304182513,19.257740304182512,72.73,0.0,18.85,1.6
2007-02-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.477740304182515,28.987740304182513,20.417740304182512,73.99,0.0,21.35,1.17,6.35442101693805,34.780171523923634,24.477740304182515,28.987740304182513,20.417740304182512,73.99,0.0,21.35,1.17
2007-02-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.907740304182514,28.687740304182512,19.607740304182514,83.74,0.0,16.58,1.48,6.063937409214989,23.316597964152354,23.907740304182514,28.687740304182512,19.607740304182514,83.74,0.0,16.58,1.48
2007-02-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.747740304182514,29.067740304182514,20.857740304182514,85.05,1.85,19.22,2.11,6.0702075137235045,33.55022692897558,24.747740304182514,29.067740304182514,20.857740304182514,85.05,1.85,19.22,2.11
2007-02-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.147740304182513,28.657740304182514,20.077740304182512,80.94,0.45,17.27,0.98,6.660237115129881,33.27374648218977,24.147740304182513,28.657740304182514,20.077740304182512,80.94,0.45,17.27,0.98
2007-02-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.747740304182514,29.27774030418251,20.677740304182514,77.95,0.0,18.02,0.77,6.697301668481377,24.745416936302156,24.747740304182514,29.27774030418251,20.677740304182514,77.95,0.0,18.02,0.77
2007-02-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.02774030418251,29.927740304182514,20.61774030418251,84.95,2.42,17.47,0.5,6.617261707322078,34.24782213482028,25.02774030418251,29.927740304182514,20.61774030418251,84.95,2.42,17.47,0.5
2007-02-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.497740304182514,28.267740304182514,19.197740304182513,82.34,0.0,21.57,0.62,6.133796117084523,30.315203555164842,23.497740304182514,28.267740304182514,19.197740304182513,82.34,0.0,21.57,0.62
2007-02-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.227740304182515,31.20774030418251,19.847740304182512,73.65,3.66,19.6,1.21,6.492864529226688,20.973941131354824,25.227740304182515,31.20774030418251,19.847740304182512,73.65,3.66,19.6,1.21
2007-02-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.077740304182512,29.247740304182514,21.317740304182514,69.53,0.0,16.98,0.5,6.446674323656292,30.92240410234951,25.077740304182512,29.247740304182514,21.317740304182514,69.53,0.0,16.98,0.5
2007-02-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.847740304182512,28.717740304182513,17.577740304182512,86.08,0.07,22.05,0.98,6.487475438691606,24.191965682858346,22.847740304182512,28.717740304182513,17.577740304182512,86.08,0.07,22.05,0.98
2007-02-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.77774030418251,30.417740304182512,19.697740304182513,82.74,0.0,15.18,1.38,6.748571511179277,19.620340426942214,24.77774030418251,30.417740304182512,19.697740304182513,82.74,0.0,15.18,1.38
2007-02-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.307740304182513,31.167740304182512,20.037740304182513,76.21,0.0,21.18,1.27,6.489438219509873,29.832766377833213,25.307740304182513,31.167740304182512,20.037740304182513,76.21,0.0,21.18,1.27
2007-02-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.577740304182512,29.727740304182515,21.847740304182512,74.88,0.0,18.95,0.66,6.671565425228758,27.67334648451269,25.577740304182512,29.727740304182515,21.847740304182512,74.88,0.0,18.95,0.66
2007-02-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.95774030418251,29.077740304182512,21.257740304182512,78.96,2.04,18.81,1.9,6.427031627795557,35.835067855154534,24.95774030418251,29.077740304182512,21.257740304182512,78.96,2.04,18.81,1.9
2007-02-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.427740304182514,29.257740304182512,20.077740304182512,77.22,0.0,18.65,1.06,6.515647759475994,28.90859560520244,24.427740304182514,29.257740304182512,20.077740304182512,77.22,0.0,18.65,1.06
2007-02-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,26.437740304182512,30.807740304182513,22.507740304182512,80.34,3.37,22.13,1.45,6.652515290335416,33.2405966336851,26.437740304182512,30.807740304182513,22.507740304182512,80.34,3.37,22.13,1.45
2007-02-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.757740304182512,30.737740304182513,21.267740304182514,82.61,0.0,18.96,0.88,5.817137672057734,30.54404683025075,25.757740304182512,30.737740304182513,21.267740304182514,82.61,0.0,18.96,0.88
2007-02-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.147740304182513,30.077740304182512,18.817740304182514,76.24,0.0,19.41,0.95,6.272131513457079,33.10478677346397,24.147740304182513,30.077740304182512,18.817740304182514,76.24,0.0,19.41,0.95
2007-02-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.687740304182512,27.997740304182514,19.807740304182513,85.14,0.0,20.25,0.2,6.211850938282883,23.567963274798775,23.687740304182512,27.997740304182514,19.807740304182513,85.14,0.0,20.25,0.2
2007-02-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.147740304182513,29.88774030418251,18.987740304182513,74.74,0.0,18.23,0.2,6.1444488607026635,28.992683150563415,24.147740304182513,29.88774030418251,18.987740304182513,74.74,0.0,18.23,0.2
2007-02-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.757740304182512,29.167740304182512,20.79774030418251,75.06,0.0,19.0,1.32,6.289943099509327,27.29632048463901,24.757740304182512,29.167740304182512,20.79774030418251,75.06,0.0,19.0,1.32
2007-02-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.067740304182514,30.237740304182513,20.40774030418251,75.8,1.88,18.01,2.05,6.997976524493759,32.020416919193856,25.067740304182514,30.237740304182513,20.40774030418251,75.8,1.88,18.01,2.05
2007-02-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.467740304182513,29.727740304182515,21.637740304182515,73.18,3.05,18.13,1.12,6.053667553722703,30.49906538382082,25.467740304182513,29.727740304182515,21.637740304182515,73.18,3.05,18.13,1.12
2007-03-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.29774030418251,29.017740304182514,20.04774030418251,80.41,0.0,22.33,1.58,6.787311341836593,24.929810670070836,24.29774030418251,29.017740304182514,20.04774030418251,80.41,0.0,22.33,1.58
2007-03-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.487740304182513,28.54774030418251,20.827740304182512,79.32,0.0,14.77,0.55,5.7268520913536785,26.31033230040742,24.487740304182513,28.54774030418251,20.827740304182512,79.32,0.0,14.77,0.55
2007-03-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.327740304182512,28.417740304182512,18.747740304182514,78.22,0.0,14.44,1.61,6.266045988005691,36.2425135426945,23.327740304182512,28.417740304182512,18.747740304182514,78.22,0.0,14.44,1.61
2007-03-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.177740304182514,30.067740304182514,18.877740304182513,77.61,0.0,14.41,2.04,6.465101226042003,19.52824440894358,24.177740304182514,30.067740304182514,18.877740304182513,77.61,0.0,14.41,2.04
2007-03-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,21.967740304182513,27.77774030418251,16.747740304182514,88.96,0.0,18.36,1.55,6.634488932543712,31.54682353432667,21.967740304182513,27.77774030418251,16.747740304182514,88.96,0.0,18.36,1.55
2007-03-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.807740304182513,29.77774030418251,18.437740304182512,79.61,0.51,18.15,1.58,6.684490631917142,34.41123148366508,23.807740304182513,29.77774030418251,18.437740304182512,79.61,0.51,18.15,1.58
2007-03-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.847740304182512,28.38774030418251,17.857740304182514,73.66,0.0,17.97,1.22,6.717338894079971,30.894185762511935,22.847740304182512,28.38774030418251,17.857740304182514,73.66,0.0,17.97,1.22
2007-03-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.937740304182512,27.52774030418251,18.807740304182513,75.31,0.0,18.6,0.99,6.260509971100626,37.855041256489976,22.937740304182512,27.52774030418251,18.807740304182513,75.31,0.0,18.6,0.99
2007-03-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.837740304182514,30.317740304182514,19.897740304182513,78.01,0.0,18.22,1.67,6.215059282934173,32.69257823537611,24.837740304182514,30.317740304182514,19.897740304182513,78.01,0.0,18.22,1.67
2007-03-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.70774030418251,29.79774030418251,20.11774030418251,81.63,0.0,21.34,1.13,6.743190352502862,29.920618568688486,24.70774030418251,29.79774030418251,20.11774030418251,81.63,0.0,21.34,1.13
2007-03-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,25.567740304182514,30.737740304182513,20.917740304182512,72.73,6.0,16.82,1.36,6.323478270047354,28.066352207910555,25.567740304182514,30.737740304182513,20.917740304182512,72.73,6.0,16.82,1.36
2007-03-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.337740304182514,28.227740304182515,18.937740304182512,80.43,0.0,18.52,1.13,5.889725470664832,30.01333723590467,23.337740304182514,28.227740304182515,18.937740304182512,80.43,0.0,18.52,1.13
2007-03-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.927740304182514,27.507740304182512,18.807740304182513,77.63,0.0,16.86,1.12,5.946685114398608,31.40840960094047,22.927740304182514,27.507740304182512,18.807740304182513,77.63,0.0,16.86,1.12
2007-03-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.54774030418251,29.02774030418251,20.517740304182514,79.72,0.0,13.71,1.56,6.032219085599356,28.01750212180139,24.54774030418251,29.02774030418251,20.517740304182514,79.72,0.0,13.71,1.56
2007-03-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.377740304182513,29.037740304182513,20.177740304182514,75.74,0.0,17.5,0.84,6.598864297621506,24.28586695377716,24.377740304182513,29.037740304182513,20.177740304182514,75.74,0.0,17.5,0.84
2007-03-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.017740304182514,29.86774030418251,18.747740304182514,83.37,0.0,21.15,1.56,6.456970294428227,21.97888666996777,24.017740304182514,29.86774030418251,18.747740304182514,83.37,0.0,21.15,1.56
2007-03-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.607740304182514,30.337740304182514,19.447740304182513,74.88,0.0,17.18,1.68,6.676194141627108,28.927034426904864,24.607740304182514,30.337740304182514,19.447740304182513,74.88,0.0,17.18,1.68
2007-03-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.95774030418251,29.88774030418251,18.61774030418251,73.28,0.0,14.86,1.55,6.229098941465387,20.598418961092143,23.95774030418251,29.88774030418251,18.61774030418251,73.28,0.0,14.86,1.55
2007-03-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.36774030418251,29.567740304182514,19.687740304182512,82.86,0.0,18.66,1.2,6.463415876430686,25.64228655271242,24.36774030418251,29.567740304182514,19.687740304182512,82.86,0.0,18.66,1.2
2007-03-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.497740304182514,29.397740304182513,18.187740304182512,78.05,0.67,19.9,1.33,6.650236157586935,16.10929764561569,23.497740304182514,29.397740304182513,18.187740304182512,78.05,0.67,19.9,1.33
2007-03-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,23.11774030418251,28.577740304182512,18.217740304182513,74.83,0.0,19.08,1.71,6.276261384111905,32.16509264810623,23.11774030418251,28.577740304182512,18.217740304182513,74.83,0.0,19.08,1.71
2007-03-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.987740304182513,30.557740304182513,19.967740304182513,77.7,0.0,16.86,1.55,6.582710095022965,33.77023354585594,24.987740304182513,30.557740304182513,19.967740304182513,77.7,0.0,16.86,1.55
2007-03-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,21.677740304182514,26.36774030418251,17.457740304182515,84.93,5.39,18.65,1.12,6.1352296235733395,30.550740301312196,21.677740304182514,26.36774030418251,17.457740304182515,84.93,5.39,18.65,1.12
2007-03-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,24.087740304182514,28.907740304182514,19.747740304182514,81.47,0.0,16.91,1.44,6.254778461373972,37.157295159299,24.087740304182514,28.907740304182514,19.747740304182514,81.47,0.0,16.91,1.44
2007-03-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,nasa_power_corregido,7.307740304182513,22.847740304182512,28.54774030418251,17.707740304182515,77.76,0.0,17.98,1.77,6.247304842400669,34.73693376108136,22.847740304182512,28.54774030418251,17.707740304182515,77.76,0.0,17.98,1.77
